rsmi,psmi,ea,dh
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C@:2]12[C@:3]3([H:10])[C@@:4]1([N:5]([H:11])[H:12])[C@:6]3([H:13])[N:7]2[H:14])([H:8])[H:9],123.59512,87.33114
[N:1]([C@:2]12[C@:3]3([H:10])[C@@:4]1([N:5]([H:11])[H:12])[C@:6]3([H:13])[N:7]2[H:14])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],36.26397999999999,-87.33114
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C:2][N:7]([C@@:6]1([H:13])[C:3]([H:10])=[C:4]1[N:5]([H:11])[H:12])[H:14])([H:8])[H:9],120.01756,76.77960999999998
[N:1]([C:2][N:7]([C@@:6]1([H:13])[C:3]([H:10])=[C:4]1[N:5]([H:11])[H:12])[H:14])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],43.237950000000026,-76.77960999999998
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C@@:2]1([H:10])[C-:3]=[C:4]([N:5]([H:11])[H:12])[C+:6]([H:13])[N:7]1[H:14])([H:8])[H:9],68.43968000000001,61.75719
[N:1]([C@@:2]1([H:10])[C-:3]=[C:4]([N:5]([H:11])[H:12])[C+:6]([H:13])[N:7]1[H:14])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],6.6824900000000085,-61.75719
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N-:1]([C:2]1=[C:3]([H:10])[C@:4]([N:5]([H:11])[H:12])([H:9])[C:6]([H:13])=[N+:7]1[H:14])[H:8],84.31347,47.04669000000001
[N-:1]([C:2]1=[C:3]([H:10])[C@:4]([N:5]([H:11])[H:12])([H:9])[C:6]([H:13])=[N+:7]1[H:14])[H:8],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],37.26677999999998,-47.04669000000001
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1](=[C:2]1[C:3]([H:10])=[C:4]([N:5]([H:11])[H:12])[C-:6]([H:13])[N+:7]1([H:8])[H:14])[H:9],67.57693,40.07927
[N:1](=[C:2]1[C:3]([H:10])=[C:4]([N:5]([H:11])[H:12])[C-:6]([H:13])[N+:7]1([H:8])[H:14])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],27.497660000000003,-40.07927
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C:2]1=[C:3]([H:10])[C@@:4]([N:5]([H:11])[H:12])([H:13])[C:6][N:7]1[H:14])([H:8])[H:9],56.43341,49.71001
[N:1]([C:2]1=[C:3]([H:10])[C@@:4]([N:5]([H:11])[H:12])([H:13])[C:6][N:7]1[H:14])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],6.723400000000005,-49.71001
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C:2]1=[N:7][C:6]([H:13])([H:14])[C:4]([N:5]([H:11])[H:12])=[C:3]1[H:10])([H:8])[H:9],39.09345,-3.76997
[N:1]([C:2]1=[N:7][C:6]([H:13])([H:14])[C:4]([N:5]([H:11])[H:12])=[C:3]1[H:10])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],42.86342,3.76997
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C@@:2]1([H:14])[C:3]([H:10])=[C:4]([N:5]([H:11])[H:12])[C:6]([H:13])=[N:7]1)([H:8])[H:9],43.50352,9.56846
[N:1]([C@@:2]1([H:14])[C:3]([H:10])=[C:4]([N:5]([H:11])[H:12])[C:6]([H:13])=[N:7]1)([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],33.93506,-9.56846
[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],[N:1]([C-:2]=[N+:7]([C-:6]([C:4]1=[C:3]([H:10])[N+:5]1([H:11])[H:12])[H:13])[H:14])([H:8])[H:9],125.47804,117.97528
[N:1]([C-:2]=[N+:7]([C-:6]([C:4]1=[C:3]([H:10])[N+:5]1([H:11])[H:12])[H:13])[H:14])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[c:4]([N:5]([H:11])[H:12])[c:6]([H:13])[n:7]1[H:14])([H:8])[H:9],7.502759999999995,-117.97528
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O+:1](=[C:2]([N:3]([C-:4]([H:10])[H:11])[H:9])[H:8])[C:5]([C:6]#[C:7][H:14])([H:12])[H:13],83.15008,71.95695
[O+:1](=[C:2]([N:3]([C-:4]([H:10])[H:11])[H:9])[H:8])[C:5]([C:6]#[C:7][H:14])([H:12])[H:13],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],11.193129999999996,-71.95695
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1](/[C:2](=[N:3]\[H:9])[H:8])[C:7](=[C:6]1[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:14],94.71091,23.86467
[O:1](/[C:2](=[N:3]\[H:9])[H:8])[C:7](=[C:6]1[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:14],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],70.84624,-23.86467
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1](/[C:2](=[N:3]/[H:9])[H:8])[C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11],70.47019,15.957020000000002
[O:1](/[C:2](=[N:3]/[H:9])[H:8])[C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],54.51317,-15.957020000000002
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]([C@@:2]1([H:8])[N:3]([H:9])[C:4]([H:10])([H:11])[C:5]([H:12])=[C:6]=[C:7]1[H:14])[H:13],61.33716999999999,34.39162
[O:1]([C@@:2]1([H:8])[N:3]([H:9])[C:4]([H:10])([H:11])[C:5]([H:12])=[C:6]=[C:7]1[H:14])[H:13],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],26.94554999999999,-34.39162
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]=[C:2]([N:3]([C:4]([C:5](=[C:6]=[C:7]([H:12])[H:14])[H:13])([H:10])[H:11])[H:9])[H:8],80.33179,0.45409
[O:1]=[C:2]([N:3]([C:4]([C:5](=[C:6]=[C:7]([H:12])[H:14])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],79.8777,-0.45409
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]1[C@@:2]([C:6]#[C:7][H:14])([H:8])[N:3]([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13],114.36343,23.79576
[O:1]1[C@@:2]([C:6]#[C:7][H:14])([H:8])[N:3]([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],90.56766999999999,-23.79576
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]=[C:2](/[C:7](=[C:6]1\[N:3]([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:14])[H:8],77.93328000000002,-3.72638
[O:1]=[C:2](/[C:7](=[C:6]1\[N:3]([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:14])[H:8],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],81.65966000000003,3.72638
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O+:1](=[C:2]([N:3]([C-:4]([H:10])[H:11])[H:9])[H:8])[C:7](=[C:6]=[C:5]([H:12])[H:13])[H:14],92.26794,71.19721
[O+:1](=[C:2]([N:3]([C-:4]([H:10])[H:11])[H:9])[H:8])[C:7](=[C:6]=[C:5]([H:12])[H:13])[H:14],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],21.070729999999998,-71.19721
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]([C:2][N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],72.51692,38.51300000000001
[O:1]([C:2][N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],34.00391999999999,-38.51300000000001
[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],[O:1](/[C:2](=[N:3]/[C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:8])[H:9],45.54295,12.89539
[O:1](/[C:2](=[N:3]/[C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:8])[H:9],[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]#[C:7][H:14])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],32.64756,-12.89539
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([N+:7]#[C-:6])[H:15])([H:8])([H:9])[H:10],58.71481,21.49867
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([N+:7]#[C-:6])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],37.216139999999996,-21.49867
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]1([H:9])([H:10])[C@@:2]2([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@@:5]2([H:15])/[C:6]1=[N:7]/[H:8],99.82253,22.474
[C:1]1([H:9])([H:10])[C@@:2]2([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@@:5]2([H:15])/[C:6]1=[N:7]/[H:8],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],77.34853,-22.474
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]1=[C:6]=[N:7][H:15])([H:8])([H:9])[H:10],105.62576,37.59235
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]1=[C:6]=[N:7][H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],68.03341,-37.59235
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([N:4]([C:5][H:15])[H:14])[C:6]#[N:7])([H:8])([H:9])[H:10],80.70156999999998,32.481970000000004
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([N:4]([C:5][H:15])[H:14])[C:6]#[N:7])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],48.21959999999997,-32.481970000000004
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([N:4]([C+:5]=[C:6]=[N-:7])[H:14])[H:15])([H:8])([H:9])[H:10],72.49296,20.15466
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([N:4]([C+:5]=[C:6]=[N-:7])[H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],52.3383,-20.15466
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C-:2]1[N+:4]([C:3]([H:11])([H:12])[H:13])([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],106.66733,59.1911
[C:1]([C-:2]1[N+:4]([C:3]([H:11])([H:12])[H:13])([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],47.47623000000001,-59.1911
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[N:4][C:5]([C:6]#[N:7])([H:14])[H:15])([H:8])([H:9])[H:10],69.46509,-9.80063
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[N:4][C:5]([C:6]#[N:7])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],79.26572,9.80063
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[N:7]=[C:6]=[C:5]1[H:15])([H:8])([H:9])[H:10],89.19779,71.34142
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[N:7]=[C:6]=[C:5]1[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],17.85637,-71.34142
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]([H:15])=[C:6]=[N:7]1)([H:8])([H:9])[H:10],90.08615,45.93767
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]([H:15])=[C:6]=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],44.148480000000006,-45.93767
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:10])[C@@:2]([C:3]([H:11])([H:12])[H:13])([H:9])[N:4]([H:14])[C:5]([H:15])=[C:6]=[N:7]1,87.27664,38.03828
[C:1]1([H:8])([H:10])[C@@:2]([C:3]([H:11])([H:12])[H:13])([H:9])[N:4]([H:14])[C:5]([H:15])=[C:6]=[N:7]1,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],49.23836,-38.03828
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C+:2]([C:3]([H:11])([H:12])[H:13])[N:4]([C:5](=[C:6]=[N-:7])[H:15])[H:14])([H:8])([H:9])[H:10],38.96855,15.15319
[C:1]([C+:2]([C:3]([H:11])([H:12])[H:13])[N:4]([C:5](=[C:6]=[N-:7])[H:15])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],23.81536,-15.15319
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[N:4]([C@:5]1([H:15])[C:6]([H:8])=[N:7]1)[H:14])([H:9])[H:10],83.93678,35.12063
[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[N:4]([C@:5]1([H:15])[C:6]([H:8])=[N:7]1)[H:14])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],48.81615,-35.12063
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N+:4]([C:6]#[N:7])([H:14])[C-:5]1[H:15])([H:8])([H:9])[H:10],90.37704,67.87866
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N+:4]([C:6]#[N:7])([H:14])[C-:5]1[H:15])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],22.498379999999997,-67.87866
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([N+:7]#[C-:6])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],59.93829,22.52799
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([N+:7]#[C-:6])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],37.41030000000001,-22.52799
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5](=[C:6]=[N:7][H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],90.59761,26.73745
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5](=[C:6]=[N:7][H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],63.86016000000001,-26.73745
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:9])([H:10])[C:2]([H:11])([H:12])[C@:3]([O:4][H:14])([H:13])[C:5]([H:15])([H:16])/[C:6]1=[N:7]/[H:8],93.83152,2.82459
[C:1]1([H:9])([H:10])[C:2]([H:11])([H:12])[C@:3]([O:4][H:14])([H:13])[C:5]([H:15])([H:16])/[C:6]1=[N:7]/[H:8],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],91.00693,-2.82459
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]1([H:13])[O:4]/[C:6](=[N:7]\[H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],75.33096,11.44465
[C:1]([C:2]([C@@:3]1([H:13])[O:4]/[C:6](=[N:7]\[H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],63.88631000000001,-11.44465
[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@:3]([O:4][H:14])([H:13])[C:5]([H:15])([H:16])[C:6][N:7]1[H:12])([H:8])([H:9])[H:10],91.59312,39.67153
[C:1]([C@@:2]1([H:11])[C@:3]([O:4][H:14])([H:13])[C:5]([H:15])([H:16])[C:6][N:7]1[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5]([C:6]#[N:7])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],51.92159,-39.67153
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N+:1]([C:2]1=[C:3]=[N:4][C:5]([H:11])=[N:6][N-:7]1)([H:8])([H:9])[H:10],76.88743000000002,72.33336
[N+:1]([C:2]1=[C:3]=[N:4][C:5]([H:11])=[N:6][N-:7]1)([H:8])([H:9])[H:10],[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],4.554070000000024,-72.33336
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N:1]([C:2](=[C:3]=[N:4][C:5](=[N+:6]=[N-:7])[H:11])[H:10])([H:8])[H:9],96.32343,58.71477
[N:1]([C:2](=[C:3]=[N:4][C:5](=[N+:6]=[N-:7])[H:11])[H:10])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],37.60866,-58.71477
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N:1]([C:2]1=[N:7][N:6]2[C@@:3]1([H:10])[N:4]=[C:5]2[H:11])([H:8])[H:9],89.93613,56.20958
[N:1]([C:2]1=[N:7][N:6]2[C@@:3]1([H:10])[N:4]=[C:5]2[H:11])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],33.72655,-56.20958
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N:1]([C:2]1=[C:3]([H:10])[N:4]=[C:5]=[N+:6]([H:11])[N-:7]1)([H:8])[H:9],83.19151,40.69567
[N:1]([C:2]1=[C:3]([H:10])[N:4]=[C:5]=[N+:6]([H:11])[N-:7]1)([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],42.495839999999994,-40.69567
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N:1]([C:2](/[C:3](=[N:4]\[H:11])[H:10])=[N:7]/[N+:6]#[C-:5])([H:8])[H:9],87.32307,41.49303
[N:1]([C:2](/[C:3](=[N:4]\[H:11])[H:10])=[N:7]/[N+:6]#[C-:5])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],45.830040000000004,-41.49303
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N:1]([C@:2]12[C@:3]3([H:10])[N:4]=[C:5]([H:11])[N:6]1[N:7]23)([H:8])[H:9],70.87657,59.16461
[N:1]([C@:2]12[C@:3]3([H:10])[N:4]=[C:5]([H:11])[N:6]1[N:7]23)([H:8])[H:9],[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],11.711959999999998,-59.16461
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][n:7]1)([H:8])[H:9],[N:1]([C:2]1=[C:3]=[N+:4]([H:10])[C:5]([H:11])=[N:6][N-:7]1)([H:8])[H:9],82.86392,37.13435
